Txn_Date,Customer_Id,Product_Id,Quantity,Total_Sales
02-03-2021,3154,9,1,10.0
17-02-2021,2735,8,1,100.0
15-03-2021,5015,8,1,100.0
04-03-2021,3138,9,1,10.0
24-02-2021,8716,5,1,10.0
10-02-2021,7620,9,2,20.0
01-03-2021,2892,6,1,50.0
18-01-2021,4428,11,1,25.0
04-01-2021,279,10,2,50.0
07-03-2021,2403,7,1,60.0
11-01-2021,465,1,1,10.0
10-02-2021,900,4,2,80.0
04-03-2021,4884,9,2,20.0
21-01-2021,8052,10,2,50.0
19-01-2021,6881,9,1,10.0
08-01-2021,1478,6,1,50.0
17-01-2021,2205,6,1,50.0
22-01-2021,8028,7,2,120.0
25-01-2021,7789,8,2,200.0
10-01-2021,1683,1,2,20.0
29-01-2021,9162,6,1,50.0
06-03-2021,1192,2,2,40.0
26-02-2021,9345,11,1,25.0
21-02-2021,1563,1,2,20.0
06-01-2021,4582,9,1,10.0
27-02-2021,6003,6,2,100.0
16-02-2021,4765,6,2,100.0
03-03-2021,7407,1,2,20.0
17-01-2021,8890,3,2,60.0
18-02-2021,1005,5,2,20.0
22-02-2021,8415,6,1,50.0
15-02-2021,2254,11,1,25.0
18-02-2021,3846,5,2,20.0
09-01-2021,6601,5,1,10.0
11-03-2021,2437,10,2,50.0
31-01-2021,185,6,2,100.0
15-01-2021,7317,2,2,40.0
28-01-2021,3118,2,2,40.0
26-01-2021,923,9,2,20.0
04-01-2021,9408,8,2,200.0
18-02-2021,8088,1,1,10.0
06-01-2021,160,1,2,20.0
18-01-2021,6614,3,1,30.0
24-01-2021,9130,5,2,20.0
01-02-2021,5716,1,1,10.0
05-02-2021,2251,1,1,10.0
13-01-2021,5152,10,2,50.0
13-01-2021,5221,11,1,25.0
28-02-2021,420,5,1,10.0
11-03-2021,5765,6,1,50.0
14-03-2021,1860,10,1,25.0
28-01-2021,9662,2,2,40.0
09-03-2021,8009,9,1,10.0
01-03-2021,2148,8,1,100.0
17-02-2021,6072,6,2,100.0
04-03-2021,8788,3,2,60.0
10-02-2021,4851,8,2,200.0
26-01-2021,2427,10,2,50.0
07-01-2021,7990,1,1,10.0
03-02-2021,5315,7,2,120.0
26-01-2021,7882,2,1,20.0
30-01-2021,8009,7,2,120.0
02-01-2021,3091,6,2,100.0
07-02-2021,9158,11,2,50.0
04-01-2021,4650,10,1,25.0
02-01-2021,2767,9,1,10.0
21-02-2021,9065,7,1,60.0
15-02-2021,2041,10,2,50.0
09-01-2021,8404,9,1,10.0
15-02-2021,1420,7,1,60.0
06-02-2021,296,3,1,30.0
28-01-2021,890,8,1,100.0
25-01-2021,3216,7,1,60.0
19-01-2021,9195,4,1,40.0
15-02-2021,4884,8,1,100.0
24-01-2021,5021,6,2,100.0
25-02-2021,4148,5,2,20.0
04-02-2021,7786,2,2,40.0
11-02-2021,9198,5,1,10.0
26-02-2021,2112,3,1,30.0
25-02-2021,7452,5,1,10.0
16-01-2021,2595,11,1,25.0
23-02-2021,4980,6,1,50.0
12-03-2021,7969,4,2,80.0
29-01-2021,5812,2,1,20.0
18-01-2021,6266,4,1,40.0
21-02-2021,3976,3,1,30.0
09-03-2021,5076,7,2,120.0
23-02-2021,3627,9,1,10.0
23-02-2021,3505,7,2,120.0
26-02-2021,5114,5,2,20.0
26-02-2021,4938,5,2,20.0
18-02-2021,7332,8,1,100.0
25-01-2021,2197,7,1,60.0
14-01-2021,9220,6,2,100.0
25-02-2021,9212,10,2,50.0
14-02-2021,5752,4,2,80.0
24-01-2021,5798,3,1,30.0
29-01-2021,6268,7,2,120.0
20-02-2021,4628,1,2,20.0
21-02-2021,5506,9,1,10.0
28-01-2021,2032,4,2,80.0
21-01-2021,176,4,2,80.0
09-01-2021,6693,1,1,10.0
07-03-2021,6441,8,1,100.0
25-01-2021,2863,9,2,20.0
25-01-2021,6139,6,1,50.0
02-03-2021,7193,6,2,100.0
08-02-2021,2112,10,2,50.0
11-02-2021,769,2,1,20.0
16-02-2021,5493,10,1,25.0
14-01-2021,480,9,2,20.0
26-02-2021,291,1,2,20.0
02-02-2021,6291,8,2,200.0
14-03-2021,3135,1,2,20.0
03-03-2021,3546,7,2,120.0
14-02-2021,8528,4,1,40.0
21-01-2021,1884,8,1,100.0
02-03-2021,2462,5,2,20.0
10-01-2021,4888,3,1,30.0
19-02-2021,9740,7,2,120.0
01-02-2021,7050,4,1,40.0
13-01-2021,2867,7,1,60.0
06-03-2021,7167,6,1,50.0
14-02-2021,2848,2,1,20.0
08-03-2021,9762,9,2,20.0
27-01-2021,4762,8,1,100.0
03-01-2021,8641,4,1,40.0
23-01-2021,3445,9,1,10.0
08-01-2021,9174,10,2,50.0
05-01-2021,7146,2,2,40.0
07-02-2021,8409,3,2,60.0
12-02-2021,9506,4,1,40.0
15-03-2021,4626,7,2,120.0
23-02-2021,2707,3,2,60.0
02-01-2021,423,6,2,100.0
03-03-2021,7144,6,2,100.0
11-02-2021,5936,2,2,40.0
09-02-2021,5473,7,1,60.0
04-01-2021,1305,9,2,20.0
14-01-2021,1391,6,1,50.0
13-02-2021,9975,1,2,20.0
28-02-2021,5987,6,1,50.0
24-02-2021,6942,1,1,10.0
26-01-2021,7031,10,2,50.0
19-02-2021,8540,6,1,50.0
17-02-2021,9037,3,2,60.0
08-01-2021,2875,3,1,30.0
22-01-2021,4466,2,1,20.0
25-02-2021,2509,10,2,50.0
04-02-2021,8912,8,2,200.0
13-03-2021,3481,4,1,40.0
06-02-2021,5622,4,2,80.0
23-02-2021,7292,7,1,60.0
28-01-2021,7207,10,1,25.0
27-01-2021,4932,5,1,10.0
04-03-2021,4892,6,2,100.0
11-02-2021,4564,3,1,30.0
10-02-2021,8158,1,1,10.0
12-02-2021,6958,2,2,40.0
04-02-2021,124,8,2,200.0
10-02-2021,5290,7,2,120.0
17-02-2021,6527,7,1,60.0
17-02-2021,8388,11,1,25.0
06-03-2021,8642,4,1,40.0
09-01-2021,9043,5,1,10.0
08-03-2021,3011,5,1,10.0
15-02-2021,1482,1,1,10.0
16-01-2021,3307,5,1,10.0
14-02-2021,4602,9,1,10.0
11-02-2021,2209,2,1,20.0
11-01-2021,61,4,1,40.0
03-03-2021,3622,6,2,100.0
04-03-2021,6848,2,1,20.0
28-02-2021,8109,2,1,20.0
03-03-2021,6409,10,1,25.0
05-03-2021,6869,8,2,200.0
09-02-2021,4946,7,1,60.0
13-03-2021,2129,10,1,25.0
03-01-2021,1983,10,2,50.0
15-01-2021,4291,11,2,50.0
23-01-2021,6812,1,2,20.0
11-02-2021,8688,3,1,30.0
21-01-2021,6898,6,2,100.0
01-02-2021,7308,4,1,40.0
05-03-2021,4876,2,2,40.0
15-01-2021,3321,3,1,30.0
16-01-2021,3207,1,2,20.0
19-01-2021,8778,4,1,40.0
26-02-2021,8128,5,1,10.0
05-02-2021,8327,1,2,20.0
15-01-2021,6970,2,1,20.0
24-02-2021,4290,4,1,40.0
02-01-2021,5459,2,1,20.0
15-03-2021,967,9,2,20.0
26-01-2021,4110,1,2,20.0
13-01-2021,8504,7,1,60.0
09-02-2021,5285,9,2,20.0
08-03-2021,9189,9,1,10.0
20-01-2021,5061,4,1,40.0
18-02-2021,1520,4,1,40.0
04-02-2021,6463,1,1,10.0
07-03-2021,9898,1,2,20.0
15-01-2021,3202,4,2,80.0
27-01-2021,298,10,2,50.0
15-01-2021,5496,6,1,50.0
18-02-2021,4767,6,2,100.0
11-03-2021,2083,1,2,20.0
07-02-2021,107,6,1,50.0
24-01-2021,5029,3,1,30.0
18-02-2021,8583,4,2,80.0
09-01-2021,6435,3,1,30.0
15-03-2021,1019,5,1,10.0
19-01-2021,8630,2,2,40.0
15-02-2021,5131,4,1,40.0
14-01-2021,1977,10,1,25.0
28-02-2021,4438,7,2,120.0
09-03-2021,6863,4,2,80.0
06-01-2021,5624,2,1,20.0
04-03-2021,9004,3,1,30.0
07-03-2021,4674,7,2,120.0
10-03-2021,9647,8,1,100.0
21-02-2021,4665,1,1,10.0
21-01-2021,4772,7,2,120.0
11-01-2021,545,9,1,10.0
10-03-2021,9910,7,1,60.0
07-03-2021,8752,6,2,100.0
12-02-2021,9661,9,1,10.0
07-02-2021,2035,10,2,50.0
29-01-2021,3525,3,1,30.0
06-03-2021,2319,6,2,100.0
11-01-2021,2140,2,1,20.0
01-02-2021,6972,4,1,40.0
10-02-2021,539,6,2,100.0
14-01-2021,6320,5,1,10.0
19-01-2021,7513,2,1,20.0
24-01-2021,2762,10,1,25.0
10-03-2021,2694,8,1,100.0
18-02-2021,4348,4,1,40.0
13-02-2021,5454,9,2,20.0
26-01-2021,8149,6,2,100.0
07-03-2021,2226,1,1,10.0
28-02-2021,1296,11,2,50.0
02-01-2021,1336,7,2,120.0
28-01-2021,21,4,2,80.0
22-02-2021,6968,1,2,20.0
18-02-2021,9557,9,2,20.0
10-01-2021,6344,11,2,50.0
03-01-2021,256,8,1,100.0
02-03-2021,6731,10,2,50.0
07-01-2021,7760,6,2,100.0
12-01-2021,1379,11,1,25.0
09-01-2021,7600,11,2,50.0
10-02-2021,5978,7,1,60.0
06-02-2021,7048,9,1,10.0
24-02-2021,9752,6,1,50.0
14-03-2021,9595,8,2,200.0
08-03-2021,7785,3,1,30.0
14-03-2021,9895,3,2,60.0
14-03-2021,3668,4,1,40.0
01-02-2021,9533,5,1,10.0
03-01-2021,4097,7,2,120.0
13-03-2021,6460,5,1,10.0
16-01-2021,9493,1,2,20.0
26-01-2021,3460,6,2,100.0
14-02-2021,7267,6,2,100.0
17-01-2021,3483,4,2,80.0
19-01-2021,6818,11,1,25.0
03-01-2021,2214,11,2,50.0
06-03-2021,7882,1,1,10.0
29-01-2021,716,8,2,200.0
28-01-2021,6307,2,2,40.0
20-01-2021,3503,1,2,20.0
27-02-2021,3888,10,1,25.0
04-03-2021,9898,6,1,50.0
14-02-2021,1336,4,2,80.0
11-03-2021,9021,11,1,25.0
09-02-2021,5995,2,1,20.0
17-01-2021,1265,11,1,25.0
06-03-2021,8418,8,1,100.0
15-02-2021,1606,3,2,60.0
01-02-2021,4375,2,1,20.0
15-03-2021,2602,9,2,20.0
01-02-2021,1426,10,2,50.0
01-02-2021,7433,9,2,20.0
03-01-2021,1644,9,1,10.0
14-03-2021,5830,7,1,60.0
08-01-2021,4590,8,2,200.0
15-03-2021,8249,4,1,40.0
15-02-2021,7145,8,1,100.0
04-03-2021,6138,1,1,10.0
05-03-2021,9300,8,1,100.0
09-03-2021,8648,9,2,20.0
05-01-2021,7507,2,2,40.0
30-01-2021,8648,3,2,60.0
21-01-2021,9685,6,2,100.0
06-03-2021,3380,9,1,10.0
27-02-2021,8497,5,1,10.0
13-03-2021,7623,10,1,25.0
09-01-2021,1984,1,2,20.0
06-02-2021,9704,5,2,20.0
28-01-2021,3168,3,1,30.0
22-02-2021,3214,9,1,10.0
09-03-2021,2716,7,1,60.0
15-03-2021,9780,9,1,10.0
11-01-2021,1284,8,2,200.0
26-02-2021,744,11,1,25.0
08-03-2021,621,2,1,20.0
25-01-2021,8097,10,1,25.0
26-01-2021,5048,3,1,30.0
31-01-2021,7530,4,2,80.0
08-02-2021,7409,6,2,100.0
15-01-2021,8940,8,1,100.0
01-02-2021,6102,9,2,20.0
17-01-2021,2251,10,2,50.0
02-02-2021,2281,4,2,80.0
12-02-2021,8901,8,1,100.0
04-03-2021,8836,1,1,10.0
03-01-2021,1844,8,2,200.0
30-01-2021,5255,4,1,40.0
17-01-2021,9422,10,1,25.0
09-03-2021,4967,8,1,100.0
14-03-2021,951,2,1,20.0
20-01-2021,4266,6,2,100.0
02-02-2021,4385,9,1,10.0
26-01-2021,4421,4,2,80.0
27-01-2021,8897,7,2,120.0
11-03-2021,1068,11,2,50.0
02-01-2021,7734,1,1,10.0
15-02-2021,7497,7,2,120.0
10-02-2021,9206,1,1,10.0
19-02-2021,917,10,1,25.0
03-02-2021,6138,8,2,200.0
18-01-2021,3323,9,1,10.0
25-02-2021,6665,9,1,10.0
14-03-2021,1045,8,2,200.0
11-01-2021,1696,6,2,100.0
23-02-2021,9598,9,1,10.0
02-03-2021,6918,6,1,50.0
14-01-2021,2923,2,2,40.0
07-01-2021,9679,1,1,10.0
05-02-2021,8626,5,2,20.0
02-03-2021,3606,10,1,25.0
02-02-2021,3316,11,1,25.0
01-02-2021,6310,8,1,100.0
01-02-2021,4640,1,2,20.0
02-03-2021,8035,3,2,60.0
27-01-2021,9122,10,1,25.0
11-02-2021,1585,3,1,30.0
02-02-2021,7408,2,1,20.0
23-01-2021,6401,9,1,10.0
21-01-2021,1006,6,1,50.0
15-03-2021,2130,11,2,50.0
26-02-2021,7141,3,1,30.0
26-02-2021,9535,2,2,40.0
05-03-2021,815,6,2,100.0
09-03-2021,9103,7,1,60.0
13-03-2021,5675,2,1,20.0
11-01-2021,201,2,2,40.0
17-02-2021,7791,9,1,10.0
31-01-2021,6128,2,1,20.0
14-03-2021,8951,5,1,10.0
18-01-2021,2925,1,2,20.0
22-02-2021,8566,9,1,10.0
27-01-2021,2275,5,1,10.0
27-02-2021,5787,7,1,60.0
12-03-2021,1368,3,2,60.0
25-01-2021,5951,2,1,20.0
09-01-2021,5069,3,1,30.0
12-03-2021,7929,7,2,120.0
25-02-2021,8236,9,1,10.0
02-03-2021,1511,7,2,120.0
25-02-2021,8553,7,2,120.0
05-01-2021,6399,2,1,20.0
17-02-2021,2724,11,1,25.0
26-01-2021,6931,4,2,80.0
11-01-2021,1374,6,1,50.0
05-03-2021,9129,8,1,100.0
09-02-2021,513,10,1,25.0
02-03-2021,9168,11,1,25.0
10-02-2021,9921,3,1,30.0
20-01-2021,4884,2,2,40.0
17-01-2021,1290,2,1,20.0
08-03-2021,4397,11,1,25.0
08-01-2021,1493,3,1,30.0
18-01-2021,8477,5,2,20.0
06-02-2021,8815,6,2,100.0
06-01-2021,5739,10,1,25.0
26-02-2021,2511,9,1,10.0
24-01-2021,2269,9,2,20.0
02-01-2021,8531,2,1,20.0
15-02-2021,9788,2,1,20.0
21-01-2021,6771,9,2,20.0
15-01-2021,8959,1,1,10.0
02-02-2021,7703,11,2,50.0
13-03-2021,6918,2,1,20.0
29-01-2021,8726,1,2,20.0
04-03-2021,665,6,2,100.0
03-01-2021,3104,7,2,120.0
28-02-2021,381,11,1,25.0
15-01-2021,6822,1,2,20.0
03-03-2021,9295,10,1,25.0
20-02-2021,1237,4,1,40.0
04-02-2021,9198,2,2,40.0
04-03-2021,1856,1,2,20.0
10-03-2021,3200,4,1,40.0
09-02-2021,6098,4,1,40.0
18-01-2021,9837,3,2,60.0
17-01-2021,5392,8,2,200.0
07-01-2021,5127,9,2,20.0
24-02-2021,9472,3,1,30.0
07-03-2021,1678,4,1,40.0
11-03-2021,3198,3,2,60.0
27-02-2021,6450,11,1,25.0
03-01-2021,8779,10,2,50.0
05-01-2021,1269,1,1,10.0
10-02-2021,8735,8,2,200.0
10-02-2021,2699,11,1,25.0
27-01-2021,7449,7,1,60.0
12-03-2021,370,9,1,10.0
04-03-2021,1676,10,2,50.0
13-03-2021,5370,10,2,50.0
25-01-2021,2838,1,2,20.0
07-03-2021,2790,3,2,60.0
31-01-2021,6474,10,1,25.0
04-03-2021,5035,11,2,50.0
25-02-2021,6690,9,2,20.0
07-01-2021,5004,7,2,120.0
02-02-2021,5959,4,2,80.0
27-02-2021,727,6,2,100.0
10-03-2021,3128,6,2,100.0
24-01-2021,5572,11,1,25.0
06-02-2021,4979,4,2,80.0
02-01-2021,626,6,1,50.0
11-01-2021,9193,5,1,10.0
07-03-2021,8336,8,1,100.0
05-03-2021,9081,3,2,60.0
22-02-2021,9029,11,2,50.0
22-02-2021,2915,1,2,20.0
04-02-2021,4407,7,1,60.0
17-02-2021,3228,5,1,10.0
22-01-2021,4608,11,2,50.0
05-02-2021,3926,4,1,40.0
06-01-2021,7953,5,1,10.0
31-01-2021,5559,3,2,60.0
01-02-2021,4961,11,1,25.0
23-02-2021,1616,6,1,50.0
04-01-2021,757,7,2,120.0
01-03-2021,1183,3,1,30.0
04-01-2021,2446,3,2,60.0
06-02-2021,5820,5,2,20.0
22-01-2021,582,2,2,40.0
07-02-2021,1015,5,2,20.0
02-03-2021,6312,5,2,20.0
01-02-2021,5051,11,1,25.0
26-01-2021,8313,3,2,60.0
19-01-2021,654,10,2,50.0
15-03-2021,6112,4,1,40.0
10-03-2021,7265,9,1,10.0
18-02-2021,8895,6,1,50.0
10-01-2021,4291,1,1,10.0
29-01-2021,1410,8,2,200.0
13-03-2021,8178,11,2,50.0
03-03-2021,1056,6,2,100.0
14-03-2021,8670,9,2,20.0
27-02-2021,2772,8,2,200.0
05-01-2021,2102,2,1,20.0
09-01-2021,818,4,1,40.0
18-01-2021,2071,4,2,80.0
26-02-2021,9052,7,1,60.0
10-03-2021,343,7,1,60.0
19-02-2021,3806,10,2,50.0
06-02-2021,3350,3,2,60.0
13-02-2021,5962,6,2,100.0
02-02-2021,2119,8,2,200.0
22-01-2021,1333,1,2,20.0
26-02-2021,6000,1,2,20.0
19-02-2021,936,1,1,10.0
09-01-2021,3026,5,2,20.0
23-02-2021,5284,5,1,10.0
14-02-2021,2269,6,1,50.0
13-01-2021,9275,5,2,20.0
08-03-2021,6043,8,1,100.0
09-02-2021,6788,8,2,200.0
11-02-2021,2301,7,2,120.0
13-03-2021,6592,8,2,200.0
21-02-2021,76,11,2,50.0
18-02-2021,3669,11,1,25.0
26-02-2021,3329,7,2,120.0
04-01-2021,2538,5,1,10.0
06-03-2021,1037,11,1,25.0
18-01-2021,1704,6,1,50.0
27-02-2021,3897,1,1,10.0
15-03-2021,817,3,1,30.0
20-02-2021,466,8,1,100.0
30-01-2021,4650,11,2,50.0
05-02-2021,8127,1,1,10.0
03-01-2021,496,9,2,20.0
28-02-2021,6692,2,2,40.0
21-01-2021,8080,7,1,60.0
30-01-2021,5027,11,1,25.0
16-01-2021,3600,2,1,20.0
04-02-2021,3531,1,1,10.0
01-03-2021,1988,10,1,25.0
11-03-2021,7828,11,1,25.0
10-03-2021,3994,11,2,50.0
13-03-2021,1523,4,1,40.0
10-03-2021,7201,9,1,10.0
08-01-2021,8370,10,1,25.0
13-03-2021,2561,1,2,20.0
23-02-2021,6711,4,2,80.0
11-02-2021,568,10,2,50.0
05-01-2021,1526,6,1,50.0
08-02-2021,3658,5,1,10.0
08-02-2021,1958,1,1,10.0
03-03-2021,3943,9,2,20.0
22-01-2021,4659,3,1,30.0
27-02-2021,7876,4,1,40.0
11-02-2021,5800,1,1,10.0
23-01-2021,1958,6,2,100.0
13-02-2021,7122,7,2,120.0
25-02-2021,6076,5,2,20.0
16-02-2021,3842,7,1,60.0
21-01-2021,3582,3,1,30.0
04-02-2021,4801,1,1,10.0
03-02-2021,9716,5,2,20.0
09-03-2021,7688,10,1,25.0
09-01-2021,2468,10,2,50.0
15-02-2021,4688,2,2,40.0
22-01-2021,2479,6,2,100.0
09-01-2021,6419,2,2,40.0
26-02-2021,1097,3,2,60.0
24-02-2021,4500,9,1,10.0
06-03-2021,8172,10,2,50.0
11-01-2021,5602,6,2,100.0
12-01-2021,3701,10,2,50.0
21-01-2021,2337,3,1,30.0
13-01-2021,9926,4,2,80.0
09-01-2021,8838,8,1,100.0
03-03-2021,2981,6,2,100.0
20-02-2021,1373,4,1,40.0
27-02-2021,5687,11,2,50.0
11-03-2021,6855,10,2,50.0
10-02-2021,5614,11,1,25.0
15-02-2021,4593,5,2,20.0
01-03-2021,4984,9,2,20.0
14-01-2021,9137,8,1,100.0
02-01-2021,1545,10,1,25.0
02-02-2021,4567,5,2,20.0
04-03-2021,1995,6,2,100.0
05-02-2021,3088,1,2,20.0
13-02-2021,2073,7,2,120.0
06-03-2021,3260,3,1,30.0
22-01-2021,9905,7,1,60.0
01-02-2021,5743,8,1,100.0
16-01-2021,1724,2,2,40.0
11-03-2021,6885,2,1,20.0
07-01-2021,1543,7,1,60.0
26-02-2021,3013,9,2,20.0
11-01-2021,8910,11,2,50.0
08-03-2021,791,3,2,60.0
21-02-2021,1317,8,2,200.0
12-01-2021,1467,2,2,40.0
11-01-2021,386,3,1,30.0
14-02-2021,9396,10,1,25.0
01-02-2021,3430,4,1,40.0
22-01-2021,7660,7,1,60.0
22-01-2021,4481,6,1,50.0
03-03-2021,6155,8,1,100.0
14-03-2021,1396,3,2,60.0
08-02-2021,9993,9,2,20.0
18-01-2021,8137,10,1,25.0
05-01-2021,8564,1,1,10.0
11-02-2021,3834,9,1,10.0
07-03-2021,8118,2,2,40.0
20-01-2021,2720,3,1,30.0
06-01-2021,3211,9,2,20.0
07-03-2021,1556,11,2,50.0
14-02-2021,4876,8,2,200.0
14-02-2021,3629,11,1,25.0
17-01-2021,5859,8,1,100.0
05-01-2021,945,5,2,20.0
11-03-2021,5781,7,1,60.0
17-02-2021,8696,1,1,10.0
02-02-2021,1573,2,2,40.0
13-01-2021,8622,1,1,10.0
16-02-2021,1036,5,2,20.0
27-01-2021,365,2,2,40.0
23-02-2021,9880,4,1,40.0
23-02-2021,2399,4,2,80.0
18-02-2021,5092,8,1,100.0
21-02-2021,6671,1,1,10.0
19-02-2021,9979,7,1,60.0
05-01-2021,3522,4,1,40.0
06-02-2021,8749,7,2,120.0
10-01-2021,6004,1,2,20.0
26-01-2021,975,10,1,25.0
15-01-2021,5206,4,2,80.0
28-02-2021,8787,6,2,100.0
08-01-2021,659,10,2,50.0
08-01-2021,2164,10,2,50.0
02-01-2021,2457,9,1,10.0
07-02-2021,147,3,2,60.0
03-03-2021,4175,9,1,10.0
08-03-2021,8355,9,1,10.0
25-02-2021,8184,9,2,20.0
06-02-2021,5639,11,2,50.0
03-03-2021,7475,2,2,40.0
11-02-2021,5225,10,1,25.0
23-02-2021,594,10,2,50.0
03-02-2021,8205,11,1,25.0
02-03-2021,8775,11,1,25.0
26-01-2021,9721,7,1,60.0
08-02-2021,6889,10,2,50.0
03-02-2021,702,5,2,20.0
29-01-2021,2301,5,1,10.0
17-02-2021,493,8,2,200.0
23-01-2021,8239,11,1,25.0
26-02-2021,8240,1,1,10.0
04-01-2021,780,9,2,20.0
02-01-2021,3376,8,2,200.0
22-02-2021,1050,2,2,40.0
20-01-2021,8054,1,2,20.0
06-01-2021,6735,3,2,60.0
10-01-2021,6900,11,1,25.0
24-02-2021,9522,8,1,100.0
08-01-2021,1907,1,2,20.0
17-02-2021,7552,4,1,40.0
19-01-2021,2848,6,1,50.0
23-01-2021,4494,4,1,40.0
06-01-2021,6045,6,2,100.0
01-03-2021,9352,5,1,10.0
15-02-2021,6849,4,2,80.0
21-02-2021,3580,4,2,80.0
07-01-2021,3684,11,1,25.0
26-02-2021,4642,1,1,10.0
17-01-2021,4008,1,1,10.0
03-03-2021,7587,2,1,20.0
03-02-2021,5037,9,2,20.0
13-03-2021,8759,7,1,60.0
12-02-2021,4584,10,2,50.0
31-01-2021,8236,5,1,10.0
22-01-2021,9877,11,2,50.0
11-02-2021,102,5,2,20.0
12-03-2021,4691,5,2,20.0
14-02-2021,2156,10,1,25.0
12-02-2021,7649,10,1,25.0
11-02-2021,9153,4,1,40.0
06-02-2021,7058,2,1,20.0
14-03-2021,6182,5,1,10.0
09-02-2021,108,7,2,120.0
05-02-2021,1288,9,2,20.0
24-02-2021,6810,5,2,20.0
06-03-2021,8928,9,1,10.0
09-02-2021,1505,6,1,50.0
16-02-2021,8376,8,1,100.0
21-01-2021,7303,11,1,25.0
02-03-2021,3662,6,1,50.0
28-01-2021,1309,2,1,20.0
04-03-2021,4167,10,1,25.0
13-02-2021,982,9,2,20.0
15-02-2021,7458,9,2,20.0
04-01-2021,4471,6,2,100.0
11-03-2021,8471,1,2,20.0
03-01-2021,297,5,1,10.0
29-01-2021,1649,11,2,50.0
05-03-2021,4220,7,2,120.0
14-02-2021,5124,8,1,100.0
11-01-2021,3642,1,2,20.0
21-01-2021,8560,4,2,80.0
18-01-2021,2406,7,2,120.0
09-03-2021,8743,5,2,20.0
11-03-2021,1338,4,2,80.0
12-01-2021,9533,1,1,10.0
10-02-2021,2379,1,2,20.0
30-01-2021,5270,10,2,50.0
21-02-2021,6663,3,1,30.0
09-03-2021,9242,1,2,20.0
07-03-2021,9403,5,1,10.0
23-02-2021,1309,3,1,30.0
08-02-2021,6908,11,2,50.0
04-03-2021,1296,7,1,60.0
26-02-2021,3617,4,2,80.0
03-03-2021,7246,2,1,20.0
11-02-2021,9479,9,2,20.0
10-02-2021,134,1,1,10.0
25-02-2021,531,10,2,50.0
27-02-2021,9161,9,1,10.0
02-01-2021,8042,6,1,50.0
10-03-2021,4201,4,1,40.0
08-01-2021,4056,3,1,30.0
02-01-2021,4531,11,2,50.0
14-02-2021,3698,2,1,20.0
25-02-2021,5424,9,1,10.0
15-01-2021,7084,8,1,100.0
27-01-2021,6719,2,2,40.0
07-01-2021,6203,8,1,100.0
23-01-2021,9967,3,1,30.0
13-01-2021,4598,3,1,30.0
27-01-2021,3251,5,1,10.0
06-01-2021,226,4,1,40.0
08-02-2021,5284,7,2,120.0
09-01-2021,4323,3,1,30.0
07-02-2021,2888,9,1,10.0
03-03-2021,1645,9,1,10.0
23-01-2021,8453,1,2,20.0
16-02-2021,9921,4,1,40.0
16-02-2021,6480,5,1,10.0
18-02-2021,8884,1,1,10.0
25-01-2021,806,11,2,50.0
15-03-2021,1718,4,1,40.0
20-01-2021,6615,7,2,120.0
10-03-2021,4286,4,1,40.0
11-03-2021,3841,7,2,120.0
05-02-2021,9975,6,2,100.0
16-01-2021,1053,7,1,60.0
05-03-2021,528,1,2,20.0
12-02-2021,1432,10,1,25.0
31-01-2021,5696,1,2,20.0
02-01-2021,4948,2,1,20.0
04-01-2021,7074,10,1,25.0
26-01-2021,3317,3,2,60.0
04-02-2021,3974,6,2,100.0
18-02-2021,6867,1,1,10.0
