Txn_Date,Customer_Id,Product_Id,Quantity,Total_Sales
18-06-2020,358,6,2,100.0
15-01-2020,1557,2,1,20.0
28-05-2020,6218,10,1,25.0
02-05-2020,5,11,1,25.0
29-06-2020,8068,4,2,80.0
02-04-2020,6928,2,2,40.0
24-08-2020,3888,6,1,50.0
07-04-2020,6344,11,2,50.0
15-08-2020,442,1,1,10.0
17-05-2020,8350,8,1,100.0
26-03-2020,6111,2,2,40.0
30-08-2020,9490,10,2,50.0
02-08-2020,3558,9,2,20.0
03-02-2020,2814,4,1,40.0
24-10-2020,2598,11,2,50.0
30-01-2020,9261,2,2,40.0
30-12-2020,6105,9,2,20.0
16-10-2020,4443,4,1,40.0
18-04-2020,4328,7,2,120.0
25-02-2020,7443,5,2,20.0
22-06-2020,5454,4,1,40.0
24-12-2020,734,9,2,20.0
13-04-2020,2771,3,1,30.0
06-11-2020,2804,5,1,10.0
27-06-2020,1287,9,2,20.0
22-06-2020,7603,7,2,120.0
04-06-2020,9155,7,2,120.0
11-10-2020,7406,9,2,20.0
20-05-2020,1752,11,2,50.0
08-12-2020,8202,1,1,10.0
29-03-2020,8770,6,2,100.0
19-01-2020,9197,10,1,25.0
05-02-2020,7165,5,1,10.0
20-03-2020,542,2,2,40.0
11-11-2020,5315,7,1,60.0
19-03-2020,5895,2,2,40.0
21-01-2020,6247,3,1,30.0
04-01-2020,8893,11,1,25.0
25-03-2020,274,1,1,10.0
13-10-2020,5166,6,2,100.0
19-10-2020,9900,2,2,40.0
28-04-2020,3976,7,1,60.0
22-03-2020,2343,3,1,30.0
14-10-2020,6082,5,1,10.0
01-10-2020,7526,7,1,60.0
19-04-2020,6949,1,1,10.0
26-03-2020,1889,6,2,100.0
28-11-2020,6875,9,1,10.0
13-09-2020,878,9,1,10.0
12-10-2020,2174,11,1,25.0
06-09-2020,5450,9,1,10.0
14-09-2020,3977,2,1,20.0
01-07-2020,461,1,2,20.0
11-04-2020,3784,1,1,10.0
25-12-2020,5274,10,2,50.0
13-05-2020,7351,9,2,20.0
24-05-2020,9457,7,2,120.0
03-09-2020,1023,2,1,20.0
05-06-2020,8896,4,1,40.0
18-07-2020,7108,6,1,50.0
13-08-2020,204,10,1,25.0
23-04-2020,7394,7,2,120.0
16-07-2020,3756,2,2,40.0
15-10-2020,6418,5,1,10.0
09-08-2020,8207,8,1,100.0
03-11-2020,8580,2,1,20.0
07-05-2020,1855,7,1,60.0
22-12-2020,5705,9,1,10.0
19-06-2020,8684,6,1,50.0
11-06-2020,4162,1,2,20.0
11-02-2020,9450,9,2,20.0
17-05-2020,3132,4,1,40.0
01-02-2020,660,2,1,20.0
22-10-2020,8128,4,1,40.0
26-12-2020,6789,7,1,60.0
25-09-2020,6379,10,1,25.0
19-06-2020,3595,8,2,200.0
19-06-2020,3164,9,1,10.0
15-02-2020,2881,2,2,40.0
16-12-2020,707,8,2,200.0
23-09-2020,1550,1,2,20.0
06-12-2020,3737,9,2,20.0
24-09-2020,313,1,2,20.0
06-11-2020,8307,8,2,200.0
02-05-2020,9896,9,2,20.0
01-03-2020,2974,7,1,60.0
18-07-2020,5098,5,2,20.0
22-05-2020,3950,6,1,50.0
18-12-2020,9558,5,1,10.0
30-10-2020,8317,11,2,50.0
08-04-2020,6567,1,1,10.0
17-02-2020,1911,6,1,50.0
14-08-2020,3801,10,2,50.0
24-11-2020,978,5,2,20.0
13-06-2020,2298,2,2,40.0
11-02-2020,9195,9,2,20.0
23-05-2020,2555,1,1,10.0
16-01-2020,4175,2,1,20.0
10-04-2020,3084,8,2,200.0
17-11-2020,41,10,2,50.0
10-06-2020,9277,10,2,50.0
14-05-2020,5169,5,2,20.0
05-11-2020,2942,10,2,50.0
15-01-2020,6727,6,2,100.0
29-08-2020,5351,4,1,40.0
10-12-2020,6073,2,2,40.0
12-05-2020,9158,11,1,25.0
22-11-2020,1653,3,1,30.0
08-07-2020,7034,2,2,40.0
28-08-2020,8466,2,2,40.0
02-10-2020,7375,5,1,10.0
22-08-2020,5721,7,1,60.0
11-08-2020,9932,3,2,60.0
26-11-2020,6784,1,1,10.0
10-04-2020,6715,9,2,20.0
28-08-2020,7998,9,1,10.0
26-05-2020,6022,6,2,100.0
16-07-2020,5510,5,2,20.0
04-07-2020,9945,9,1,10.0
21-04-2020,1672,8,1,100.0
23-08-2020,8209,5,1,10.0
20-09-2020,5147,3,2,60.0
03-05-2020,3681,1,2,20.0
07-11-2020,1297,3,2,60.0
03-01-2020,7424,2,1,20.0
30-12-2020,1979,4,1,40.0
05-05-2020,3625,11,1,25.0
05-12-2020,6324,1,1,10.0
15-05-2020,7261,4,1,40.0
06-04-2020,6627,8,1,100.0
25-02-2020,9853,2,2,40.0
25-01-2020,5925,11,1,25.0
10-05-2020,1152,11,2,50.0
07-01-2020,6388,7,2,120.0
18-03-2020,7127,3,1,30.0
14-10-2020,103,1,1,10.0
27-06-2020,7080,2,1,20.0
28-05-2020,6369,8,1,100.0
15-07-2020,5264,7,2,120.0
10-10-2020,2093,10,2,50.0
08-08-2020,4838,7,2,120.0
21-08-2020,4401,3,2,60.0
09-11-2020,4525,8,2,200.0
13-08-2020,7051,10,1,25.0
29-11-2020,813,9,1,10.0
05-03-2020,4756,9,1,10.0
27-09-2020,1057,3,2,60.0
31-07-2020,2030,9,1,10.0
11-04-2020,5329,4,2,80.0
29-03-2020,5635,10,2,50.0
18-02-2020,7371,11,1,25.0
28-12-2020,2252,3,2,60.0
01-03-2020,7507,3,1,30.0
06-03-2020,5464,5,1,10.0
11-11-2020,2852,11,1,25.0
31-08-2020,8662,6,1,50.0
18-10-2020,2684,2,1,20.0
30-01-2020,2965,3,1,30.0
27-07-2020,9319,3,2,60.0
25-11-2020,1771,3,1,30.0
02-01-2020,7354,11,1,25.0
07-04-2020,6022,7,1,60.0
28-07-2020,6614,6,2,100.0
18-07-2020,6797,10,2,50.0
28-03-2020,6664,8,1,100.0
28-01-2020,4335,7,1,60.0
15-03-2020,3239,3,1,30.0
14-08-2020,5080,4,1,40.0
24-04-2020,9435,2,2,40.0
11-06-2020,863,6,2,100.0
17-01-2020,7024,4,2,80.0
11-01-2020,6804,11,2,50.0
27-04-2020,5731,6,1,50.0
07-11-2020,7059,4,1,40.0
23-08-2020,840,2,2,40.0
20-10-2020,9992,7,1,60.0
26-03-2020,1963,2,2,40.0
14-01-2020,6887,1,2,20.0
26-02-2020,8346,9,1,10.0
13-06-2020,799,6,1,50.0
11-09-2020,8536,5,1,10.0
17-01-2020,4636,1,2,20.0
27-05-2020,4785,2,1,20.0
01-11-2020,91,3,1,30.0
15-07-2020,5029,2,1,20.0
09-02-2020,1514,3,1,30.0
05-12-2020,7800,3,2,60.0
25-02-2020,1319,2,2,40.0
05-06-2020,7918,8,2,200.0
24-10-2020,6045,7,2,120.0
11-06-2020,3314,11,1,25.0
12-06-2020,4667,2,2,40.0
11-04-2020,5842,8,2,200.0
14-02-2020,3240,4,2,80.0
29-03-2020,1427,11,1,25.0
18-03-2020,2510,2,2,40.0
10-10-2020,7397,5,2,20.0
28-08-2020,7565,11,2,50.0
13-01-2020,7364,11,2,50.0
20-07-2020,1143,5,2,20.0
31-08-2020,6481,3,1,30.0
10-11-2020,4696,6,1,50.0
04-10-2020,2459,10,2,50.0
29-05-2020,3808,6,2,100.0
08-03-2020,167,4,1,40.0
07-06-2020,7068,2,1,20.0
16-10-2020,181,11,2,50.0
10-05-2020,10,1,2,20.0
14-03-2020,4129,7,2,120.0
03-08-2020,8204,8,1,100.0
18-02-2020,2191,7,1,60.0
18-06-2020,6118,4,1,40.0
19-07-2020,591,10,1,25.0
29-08-2020,838,1,1,10.0
06-01-2020,9448,4,2,80.0
18-09-2020,2258,11,1,25.0
21-01-2020,3827,1,2,20.0
19-06-2020,3832,5,1,10.0
15-06-2020,3347,10,2,50.0
06-07-2020,497,6,2,100.0
25-09-2020,8195,8,2,200.0
21-01-2020,2869,1,1,10.0
03-04-2020,1900,6,1,50.0
22-09-2020,9308,4,1,40.0
17-09-2020,3711,6,1,50.0
19-03-2020,9952,7,1,60.0
10-12-2020,5951,3,1,30.0
30-10-2020,9335,7,1,60.0
25-04-2020,4163,3,2,60.0
29-04-2020,6676,9,2,20.0
22-02-2020,440,1,2,20.0
02-08-2020,5441,10,2,50.0
07-11-2020,2760,1,2,20.0
12-01-2020,6298,7,1,60.0
24-11-2020,5693,7,1,60.0
24-10-2020,41,2,1,20.0
08-08-2020,328,10,2,50.0
15-03-2020,9598,5,1,10.0
10-06-2020,3764,1,1,10.0
12-09-2020,2733,2,2,40.0
23-06-2020,1037,5,2,20.0
03-10-2020,9520,6,2,100.0
21-11-2020,4804,11,2,50.0
16-03-2020,1215,9,2,20.0
19-11-2020,671,8,1,100.0
27-09-2020,9611,4,2,80.0
22-05-2020,8479,10,1,25.0
08-01-2020,8486,9,2,20.0
17-04-2020,2436,7,2,120.0
15-04-2020,1242,11,1,25.0
17-03-2020,5420,11,2,50.0
29-07-2020,1341,9,1,10.0
15-12-2020,5311,5,2,20.0
04-11-2020,4627,6,2,100.0
05-04-2020,3717,7,1,60.0
28-08-2020,5156,6,2,100.0
13-05-2020,9927,11,1,25.0
30-03-2020,8619,6,1,50.0
26-07-2020,5451,2,2,40.0
17-01-2020,9960,8,1,100.0
10-11-2020,7001,8,1,100.0
29-01-2020,4306,8,2,200.0
07-03-2020,8261,5,2,20.0
26-09-2020,2792,2,2,40.0
20-12-2020,3295,9,1,10.0
18-11-2020,7391,2,2,40.0
12-01-2020,6955,6,1,50.0
05-04-2020,1356,4,1,40.0
25-11-2020,122,11,1,25.0
04-09-2020,4360,7,2,120.0
19-03-2020,158,10,2,50.0
30-06-2020,3958,8,2,200.0
03-10-2020,9390,6,2,100.0
06-04-2020,7444,4,1,40.0
26-03-2020,7002,9,2,20.0
18-08-2020,736,4,2,80.0
29-11-2020,2179,2,2,40.0
16-11-2020,3362,1,2,20.0
01-09-2020,8845,2,2,40.0
18-08-2020,1174,1,1,10.0
12-02-2020,4867,8,1,100.0
28-08-2020,864,11,1,25.0
21-10-2020,1046,7,1,60.0
19-10-2020,2912,10,1,25.0
01-10-2020,7788,5,1,10.0
31-05-2020,2050,2,1,20.0
06-09-2020,9762,2,1,20.0
27-11-2020,6841,9,1,10.0
25-10-2020,1432,11,1,25.0
23-03-2020,2493,7,2,120.0
02-02-2020,8794,3,1,30.0
16-05-2020,3485,1,1,10.0
26-01-2020,5181,7,1,60.0
04-05-2020,5135,11,1,25.0
10-01-2020,1473,11,2,50.0
07-01-2020,5677,10,2,50.0
21-11-2020,3587,5,1,10.0
01-12-2020,2987,2,2,40.0
25-01-2020,2574,5,2,20.0
21-11-2020,2522,2,2,40.0
24-04-2020,5190,2,1,20.0
21-01-2020,5607,10,2,50.0
11-03-2020,5285,3,2,60.0
30-08-2020,9646,3,1,30.0
07-10-2020,8871,11,1,25.0
27-08-2020,4373,9,2,20.0
24-07-2020,8203,4,1,40.0
26-01-2020,740,5,1,10.0
28-12-2020,2748,3,2,60.0
06-08-2020,1543,6,1,50.0
17-09-2020,7372,4,1,40.0
07-12-2020,5388,4,1,40.0
28-08-2020,608,7,1,60.0
24-09-2020,8104,8,2,200.0
13-09-2020,8361,5,1,10.0
07-04-2020,8188,5,2,20.0
04-03-2020,881,7,2,120.0
07-03-2020,5412,6,1,50.0
18-09-2020,3384,6,1,50.0
22-11-2020,4158,7,1,60.0
08-03-2020,3149,9,2,20.0
24-06-2020,5617,11,1,25.0
02-08-2020,8453,5,2,20.0
17-03-2020,5431,4,2,80.0
04-04-2020,7199,7,2,120.0
29-12-2020,5883,4,1,40.0
08-10-2020,5576,11,1,25.0
06-06-2020,4247,7,1,60.0
08-04-2020,9614,4,1,40.0
12-03-2020,1390,6,2,100.0
03-04-2020,4986,7,1,60.0
22-12-2020,7225,5,2,20.0
21-12-2020,2897,8,2,200.0
24-03-2020,2131,3,1,30.0
07-12-2020,2421,3,1,30.0
15-05-2020,5924,6,2,100.0
07-04-2020,2142,6,2,100.0
17-04-2020,8495,5,2,20.0
17-11-2020,6432,7,1,60.0
25-03-2020,8704,7,2,120.0
23-08-2020,4241,2,2,40.0
15-05-2020,642,3,2,60.0
05-02-2020,734,1,1,10.0
27-10-2020,8861,4,1,40.0
06-05-2020,4629,4,2,80.0
22-09-2020,6662,8,2,200.0
13-03-2020,6599,1,2,20.0
05-09-2020,4062,7,2,120.0
10-09-2020,6570,10,2,50.0
04-10-2020,4525,5,2,20.0
12-07-2020,285,3,2,60.0
13-10-2020,2066,9,2,20.0
14-02-2020,7977,1,2,20.0
25-08-2020,2826,11,2,50.0
24-03-2020,502,2,2,40.0
27-10-2020,7731,1,1,10.0
27-05-2020,783,8,1,100.0
07-05-2020,5311,1,1,10.0
22-09-2020,923,4,1,40.0
29-12-2020,6316,5,2,20.0
19-07-2020,7835,8,1,100.0
04-05-2020,4194,6,2,100.0
15-03-2020,2730,3,2,60.0
29-11-2020,8065,9,1,10.0
04-12-2020,2339,8,2,200.0
07-10-2020,7266,7,2,120.0
18-06-2020,2195,2,1,20.0
13-01-2020,9087,8,1,100.0
18-01-2020,4842,11,2,50.0
06-05-2020,3792,8,2,200.0
08-10-2020,8314,5,2,20.0
12-03-2020,3521,3,1,30.0
19-07-2020,2748,11,1,25.0
07-08-2020,4194,7,1,60.0
14-02-2020,5463,9,1,10.0
04-09-2020,1989,7,1,60.0
18-11-2020,7377,4,2,80.0
03-12-2020,8528,6,2,100.0
10-06-2020,6102,3,1,30.0
17-05-2020,1342,8,1,100.0
06-03-2020,3565,6,1,50.0
08-12-2020,8745,10,1,25.0
04-04-2020,8521,4,2,80.0
01-07-2020,692,6,2,100.0
22-10-2020,6797,8,2,200.0
09-09-2020,9746,4,1,40.0
11-04-2020,4619,1,1,10.0
12-05-2020,8736,7,2,120.0
18-02-2020,2886,4,1,40.0
25-02-2020,4222,10,2,50.0
07-06-2020,2723,4,2,80.0
21-09-2020,7363,10,1,25.0
12-12-2020,5184,5,2,20.0
15-07-2020,6285,3,2,60.0
06-11-2020,446,3,1,30.0
21-03-2020,6560,6,1,50.0
16-02-2020,4341,11,2,50.0
10-12-2020,8888,6,1,50.0
10-04-2020,2591,11,1,25.0
30-04-2020,5595,1,2,20.0
05-12-2020,5590,9,2,20.0
18-10-2020,33,11,2,50.0
05-06-2020,9081,8,2,200.0
03-06-2020,5500,8,2,200.0
15-07-2020,8587,11,1,25.0
19-08-2020,2769,11,2,50.0
20-10-2020,7941,1,1,10.0
23-05-2020,7837,2,2,40.0
03-04-2020,4777,1,1,10.0
01-09-2020,3982,10,2,50.0
03-06-2020,8312,2,1,20.0
25-04-2020,4754,3,1,30.0
29-11-2020,7305,3,1,30.0
15-09-2020,6967,3,2,60.0
02-01-2020,8503,1,2,20.0
16-09-2020,5330,3,1,30.0
16-12-2020,8466,4,2,80.0
11-11-2020,2793,5,2,20.0
04-02-2020,4087,6,1,50.0
05-11-2020,3213,9,2,20.0
26-09-2020,9691,8,1,100.0
04-08-2020,5460,2,2,40.0
21-08-2020,1034,1,2,20.0
19-08-2020,537,5,1,10.0
22-06-2020,9078,10,2,50.0
16-07-2020,5840,6,1,50.0
26-06-2020,8881,1,2,20.0
19-07-2020,3142,8,1,100.0
06-06-2020,1454,11,2,50.0
15-09-2020,9413,4,2,80.0
01-05-2020,8943,5,2,20.0
03-03-2020,2072,8,2,200.0
07-10-2020,5982,7,1,60.0
13-06-2020,2780,8,2,200.0
17-08-2020,2565,5,2,20.0
01-10-2020,6364,4,2,80.0
08-08-2020,6305,3,1,30.0
01-10-2020,3983,11,1,25.0
19-11-2020,4408,7,2,120.0
10-05-2020,2134,9,2,20.0
25-09-2020,8232,2,1,20.0
14-05-2020,1599,10,2,50.0
23-12-2020,5777,11,2,50.0
01-02-2020,2938,2,1,20.0
02-08-2020,9956,8,1,100.0
29-03-2020,7628,4,1,40.0
03-11-2020,2993,11,1,25.0
02-11-2020,6439,11,1,25.0
26-10-2020,9819,7,2,120.0
02-10-2020,9173,9,2,20.0
17-02-2020,5791,2,1,20.0
07-03-2020,2344,8,1,100.0
01-03-2020,6610,2,1,20.0
19-04-2020,3908,10,1,25.0
26-04-2020,772,1,1,10.0
25-09-2020,6650,9,1,10.0
27-11-2020,7409,11,2,50.0
29-08-2020,4327,8,1,100.0
28-09-2020,4883,11,1,25.0
01-09-2020,7162,11,2,50.0
08-08-2020,7960,2,2,40.0
15-09-2020,5797,4,1,40.0
27-01-2020,3943,3,2,60.0
26-09-2020,5311,6,2,100.0
15-06-2020,593,8,2,200.0
28-11-2020,3387,1,2,20.0
29-09-2020,1204,4,2,80.0
23-05-2020,9256,6,1,50.0
24-11-2020,4679,11,1,25.0
05-03-2020,2490,1,2,20.0
27-10-2020,952,2,1,20.0
18-06-2020,3276,8,1,100.0
15-11-2020,4625,3,2,60.0
29-06-2020,8239,6,1,50.0
15-10-2020,2148,1,1,10.0
22-11-2020,8453,3,2,60.0
15-04-2020,414,1,1,10.0
24-11-2020,8705,11,2,50.0
26-10-2020,7108,11,1,25.0
22-01-2020,9642,10,1,25.0
03-03-2020,5671,9,2,20.0
02-04-2020,6886,7,1,60.0
07-12-2020,220,3,1,30.0
19-02-2020,3728,3,1,30.0
06-01-2020,8283,10,1,25.0
03-05-2020,6492,6,1,50.0
31-08-2020,1703,6,2,100.0
19-01-2020,4180,6,1,50.0
26-10-2020,8549,6,2,100.0
12-10-2020,6504,10,1,25.0
07-08-2020,1405,9,2,20.0
25-06-2020,6884,11,1,25.0
27-04-2020,9869,6,1,50.0
08-04-2020,9540,5,1,10.0
25-05-2020,7634,9,2,20.0
12-06-2020,2269,4,1,40.0
27-11-2020,6978,3,2,60.0
09-08-2020,8998,2,1,20.0
03-10-2020,6039,2,2,40.0
05-12-2020,8730,8,1,100.0
22-09-2020,6712,3,2,60.0
24-01-2020,9987,10,1,25.0
16-10-2020,3519,5,2,20.0
06-02-2020,2325,11,1,25.0
04-07-2020,6318,4,2,80.0
30-07-2020,9059,2,1,20.0
20-05-2020,2178,3,2,60.0
30-07-2020,7771,10,2,50.0
11-07-2020,4302,8,1,100.0
25-03-2020,7717,5,1,10.0
11-12-2020,8318,4,2,80.0
15-04-2020,5730,6,1,50.0
27-04-2020,8815,4,2,80.0
25-07-2020,4722,3,1,30.0
25-02-2020,1466,2,2,40.0
11-05-2020,1380,6,2,100.0
19-07-2020,8578,4,1,40.0
18-03-2020,2178,10,1,25.0
04-02-2020,8449,2,1,20.0
04-08-2020,9273,6,2,100.0
23-07-2020,1348,10,2,50.0
05-05-2020,421,9,2,20.0
19-05-2020,7502,2,1,20.0
06-01-2020,9489,10,2,50.0
01-03-2020,4919,11,1,25.0
01-06-2020,6681,4,2,80.0
06-09-2020,7413,4,1,40.0
23-12-2020,71,8,1,100.0
28-01-2020,5669,6,2,100.0
10-10-2020,2546,11,2,50.0
23-03-2020,6714,6,2,100.0
01-05-2020,761,11,2,50.0
21-07-2020,9637,5,1,10.0
07-07-2020,5209,10,1,25.0
10-09-2020,7907,5,2,20.0
29-02-2020,3008,9,1,10.0
30-09-2020,1149,5,2,20.0
22-03-2020,7502,2,1,20.0
17-02-2020,1726,3,2,60.0
08-08-2020,1281,5,1,10.0
16-03-2020,3974,1,1,10.0
23-12-2020,1724,4,2,80.0
17-03-2020,6446,7,2,120.0
17-03-2020,662,9,1,10.0
11-02-2020,23,3,2,60.0
19-03-2020,2259,7,2,120.0
08-07-2020,7225,2,1,20.0
18-05-2020,5731,2,2,40.0
06-09-2020,593,7,1,60.0
11-11-2020,1975,6,2,100.0
26-03-2020,484,3,1,30.0
19-05-2020,5739,8,1,100.0
05-04-2020,5135,10,2,50.0
06-05-2020,7418,9,2,20.0
01-10-2020,8334,5,1,10.0
01-06-2020,1074,6,2,100.0
14-08-2020,2576,1,1,10.0
09-11-2020,7799,9,1,10.0
09-10-2020,8030,11,1,25.0
02-04-2020,6007,2,2,40.0
11-12-2020,176,6,2,100.0
20-06-2020,2760,8,1,100.0
22-04-2020,1477,2,1,20.0
06-12-2020,2736,9,1,10.0
31-12-2020,4916,6,2,100.0
27-07-2020,3935,11,2,50.0
23-02-2020,9766,1,1,10.0
17-01-2020,1720,6,2,100.0
29-12-2020,2436,6,2,100.0
02-02-2020,5305,2,2,40.0
28-03-2020,7752,1,2,20.0
23-01-2020,3289,7,1,60.0
24-08-2020,8509,2,1,20.0
26-01-2020,7327,4,2,80.0
23-07-2020,3671,7,1,60.0
29-03-2020,5558,11,1,25.0
04-12-2020,8046,11,1,25.0
12-01-2020,9871,1,2,20.0
12-11-2020,8797,7,2,120.0
06-08-2020,3626,5,1,10.0
28-12-2020,6652,5,2,20.0
02-09-2020,8930,7,2,120.0
08-12-2020,2137,7,2,120.0
09-06-2020,5056,3,1,30.0
01-11-2020,9716,3,2,60.0
13-05-2020,2128,11,1,25.0
22-09-2020,5163,7,2,120.0
19-12-2020,6653,8,2,200.0
01-02-2020,4036,3,1,30.0
25-12-2020,8016,11,2,50.0
22-12-2020,1589,8,2,200.0
12-06-2020,7531,1,2,20.0
14-07-2020,6989,1,1,10.0
22-07-2020,4154,11,2,50.0
05-10-2020,7178,8,2,200.0
13-06-2020,3461,3,2,60.0
04-11-2020,8238,10,2,50.0
13-03-2020,8985,8,1,100.0
24-06-2020,4601,4,1,40.0
22-08-2020,7520,8,2,200.0
06-12-2020,8977,1,2,20.0
24-11-2020,2495,10,2,50.0
10-10-2020,8320,10,2,50.0
31-08-2020,2015,5,2,20.0
27-07-2020,3717,1,1,10.0
13-08-2020,668,8,1,100.0
03-12-2020,4522,7,1,60.0
25-07-2020,6709,9,1,10.0
30-08-2020,9610,1,2,20.0
01-03-2020,8719,3,1,30.0
15-02-2020,1086,5,2,20.0
18-04-2020,8329,9,2,20.0
17-09-2020,8310,8,2,200.0
16-06-2020,8132,7,1,60.0
11-04-2020,2589,9,2,20.0
14-10-2020,6365,11,1,25.0
25-12-2020,5378,1,2,20.0
11-07-2020,2472,1,1,10.0
29-08-2020,5357,4,1,40.0
26-01-2020,155,9,1,10.0
10-11-2020,2222,5,1,10.0
20-11-2020,6994,1,2,20.0
30-01-2020,7547,2,2,40.0
28-12-2020,2266,6,2,100.0
21-11-2020,5575,11,2,50.0
18-09-2020,7038,10,1,25.0
08-12-2020,9274,6,1,50.0
22-12-2020,3157,9,2,20.0
08-01-2020,9521,8,1,100.0
25-04-2020,218,9,1,10.0
03-10-2020,7772,4,2,80.0
08-05-2020,2134,10,1,25.0
09-07-2020,5045,4,2,80.0
12-06-2020,7392,5,2,20.0
23-08-2020,2600,4,1,40.0
03-10-2020,9597,9,2,20.0
10-02-2020,2137,2,1,20.0
04-12-2020,7428,8,1,100.0
10-03-2020,5885,2,2,40.0
09-02-2020,5569,2,2,40.0
07-10-2020,9424,8,2,200.0
30-01-2020,757,4,2,80.0
24-04-2020,2596,1,2,20.0
16-08-2020,9519,5,2,20.0
23-09-2020,6350,1,2,20.0
24-06-2020,6714,9,1,10.0
18-07-2020,5875,8,2,200.0
10-06-2020,6476,4,2,80.0
07-03-2020,2885,3,1,30.0
12-07-2020,9666,5,1,10.0
04-04-2020,2385,1,2,20.0
01-04-2020,4425,10,2,50.0
27-02-2020,1786,8,2,200.0
04-05-2020,8936,11,2,50.0
03-05-2020,2716,10,1,25.0
23-07-2020,7999,7,2,120.0
05-02-2020,8382,10,2,50.0
08-06-2020,7510,10,1,25.0
11-10-2020,1821,2,2,40.0
22-12-2020,3459,6,2,100.0
15-08-2020,2913,2,2,40.0
10-10-2020,4534,1,2,20.0
01-10-2020,4489,3,1,30.0
25-01-2020,9955,7,1,60.0
03-01-2020,395,11,1,25.0
30-07-2020,6603,8,2,200.0
04-08-2020,863,9,1,10.0
20-04-2020,2089,3,2,60.0
20-10-2020,3034,11,2,50.0
29-06-2020,2832,2,2,40.0
23-03-2020,6996,11,2,50.0
18-07-2020,8759,5,1,10.0
17-03-2020,174,4,2,80.0
17-07-2020,8730,10,1,25.0
19-07-2020,5440,4,1,40.0
13-08-2020,3291,11,2,50.0
03-08-2020,781,7,2,120.0
07-06-2020,3845,8,2,200.0
02-04-2020,883,10,1,25.0
05-06-2020,9864,7,1,60.0
10-09-2020,3480,3,2,60.0
18-08-2020,8213,3,2,60.0
25-07-2020,5820,9,2,20.0
02-03-2020,1224,10,1,25.0
03-02-2020,9109,7,1,60.0
19-10-2020,2587,5,1,10.0
19-06-2020,1261,3,2,60.0
01-02-2020,2686,3,2,60.0
05-04-2020,834,5,1,10.0
10-01-2020,7461,8,2,200.0
27-10-2020,7483,1,1,10.0
17-04-2020,7420,6,2,100.0
24-11-2020,6789,6,2,100.0
13-05-2020,5877,5,1,10.0
17-12-2020,9818,4,2,80.0
10-03-2020,8039,8,1,100.0
29-11-2020,259,8,2,200.0
20-03-2020,5029,2,2,40.0
19-03-2020,4484,3,1,30.0
23-11-2020,9459,5,1,10.0
04-08-2020,2404,6,1,50.0
29-12-2020,1645,11,1,25.0
09-11-2020,9447,3,1,30.0
23-04-2020,8066,4,2,80.0
29-06-2020,2522,10,1,25.0
25-08-2020,6173,10,1,25.0
17-01-2020,5329,5,2,20.0
05-03-2020,2154,4,2,80.0
30-06-2020,845,11,2,50.0
14-06-2020,739,7,2,120.0
16-02-2020,1357,7,1,60.0
08-10-2020,8669,3,1,30.0
24-07-2020,8883,2,1,20.0
27-08-2020,5910,2,1,20.0
20-12-2020,1340,5,2,20.0
09-08-2020,1230,3,1,30.0
07-09-2020,2300,6,2,100.0
